Date,Campaign,Platform,Placement,Age_Group,Region,Device,Spend_USD,Impressions,Reach,Clicks,Engagements,Conversions,Revenue_USD,CTR_%,Engagement_Rate_%,CPA_USD,ROAS,ROI_%
14-12-2026,Campaign 2,Facebook,Reels,25-34,West,Desktop,221.08,63934,10868,5532,5542,289,26690.57,8.65,50.99,0.76,120.73,11972.81
15-12-2026,Campaign 4,Instagram,Explore,45+,South,Mobile,1684.9,80886,19546,3939,7779,576,18919.08,4.87,39.8,2.93,11.23,1022.86
16-12-2026,Campaign 6,Instagram,Feed,35-44,South,Desktop,1718.25,32881,73855,7934,2775,58,2068.81,24.13,3.76,29.62,1.2,20.4
17-12-2026,Campaign 11,Facebook,Reels,45+,West,Mobile,1670.53,20409,34149,7234,7224,609,6860.01,35.45,21.15,2.74,4.11,310.65
18-12-2026,Campaign 14,Instagram,Stories,25-34,North,Mobile,1607.98,57416,68381,3321,5881,329,20868.31,5.78,8.6,4.89,12.98,1197.8
19-12-2026,Campaign 16,Instagram,Reels,45+,South,Desktop,756.35,69982,24684,6737,3336,974,83450.4,9.63,13.51,0.78,110.33,10933.3
20-12-2026,Campaign 19,Facebook,Stories,35-44,East,Desktop,474.05,32657,30858,7429,5998,462,17799.79,22.75,19.44,1.03,37.55,3654.83
21-12-2026,Campaign 2,Instagram,Explore,25-34,West,Mobile,1861.17,88743,46330,2532,8335,889,24734.94,2.85,17.99,2.09,13.29,1229
22-12-2026,Campaign 17,Instagram,Stories,25-34,South,Mobile,648.65,50951,60204,5442,8780,269,25791.22,10.68,14.58,2.41,39.76,3876.14
23-12-2026,Campaign 9,Instagram,Reels,18-24,South,Desktop,826.89,10752,26293,339,4376,386,29251.81,3.15,16.64,2.14,35.38,3437.57
24-12-2026,Campaign 17,Facebook,Reels,18-24,South,Mobile,1414.14,15440,57869,852,4823,217,12777.08,5.52,8.33,6.52,9.04,803.52
25-12-2026,Campaign 15,Facebook,Feed,45+,East,Mobile,622.04,46864,5629,2580,9248,337,11466.58,5.51,164.29,1.85,18.43,1743.38
26-12-2026,Campaign 7,Instagram,Explore,18-24,East,Mobile,1647.3,51691,6704,6167,5744,14,363.66,11.93,85.68,117.66,0.22,-77.92
27-12-2026,Campaign 19,Instagram,Stories,18-24,East,Mobile,186.57,74035,2776,283,1215,362,26424.44,0.38,43.77,0.52,141.63,14063.28
28-12-2026,Campaign 3,Facebook,Explore,18-24,North,Desktop,1592.81,88675,58255,457,1881,207,11295.98,0.52,3.23,7.69,7.09,609.19
29-12-2026,Campaign 1,Facebook,Reels,18-24,West,Desktop,1223.61,82303,49281,743,8942,712,38773.37,0.9,18.14,1.72,31.69,3068.77
30-12-2026,Campaign 4,Instagram,Feed,35-44,North,Mobile,1167.34,24343,32236,1219,1976,62,744.15,5.01,6.13,18.83,0.64,-36.25
31-12-2026,Campaign 18,Facebook,Reels,35-44,East,Mobile,943.84,95248,67780,4707,5463,498,26721.92,4.94,8.06,1.9,28.31,2731.19
01-01-2027,Campaign 8,Instagram,Reels,18-24,West,Mobile,590.24,21673,2333,2527,8632,514,42744.59,11.66,370,1.15,72.42,7141.9
02-01-2027,Campaign 19,Instagram,Reels,45+,North,Desktop,954.94,61954,70205,481,3475,772,73298.26,0.78,4.95,1.24,76.76,7575.69
03-01-2027,Campaign 6,Facebook,Stories,35-44,North,Desktop,927.56,56698,51946,7832,2850,227,3435.61,13.81,5.49,4.09,3.7,270.39
04-01-2027,Campaign 1,Facebook,Reels,18-24,North,Mobile,1188.32,97024,56333,5714,9646,373,24230.34,5.89,17.12,3.19,20.39,1939.04
05-01-2027,Campaign 8,Instagram,Explore,35-44,East,Mobile,599.07,28520,28277,2594,3376,696,41059.12,9.1,11.94,0.86,68.54,6753.81
06-01-2027,Campaign 1,Instagram,Explore,25-34,South,Mobile,201.31,17784,51606,1032,548,422,37802.63,5.8,1.06,0.48,187.78,18678.32
07-01-2027,Campaign 19,Facebook,Feed,35-44,West,Desktop,332.92,40079,2933,3210,5637,878,67051.26,8.01,192.19,0.38,201.4,20040.35
08-01-2027,Campaign 11,Instagram,Explore,35-44,East,Mobile,1413.4,46220,34514,3094,4272,551,53281.63,6.69,12.38,2.57,37.7,3669.75
09-01-2027,Campaign 15,Facebook,Reels,45+,West,Mobile,93.86,22491,63958,5580,9089,875,84177.7,24.81,14.21,0.11,896.84,89584.32
10-01-2027,Campaign 11,Facebook,Reels,35-44,East,Mobile,1720.06,50720,7827,5042,3596,107,2829.09,9.94,45.94,16.08,1.64,64.48
11-01-2027,Campaign 19,Facebook,Explore,45+,North,Mobile,1404.07,16718,31844,3974,2282,165,12194.87,23.77,7.17,8.51,8.69,768.54
12-01-2027,Campaign 10,Facebook,Feed,25-34,North,Mobile,1547.77,37597,1792,7020,3426,204,11301.54,18.67,191.18,7.59,7.3,630.18
13-01-2027,Campaign 12,Facebook,Feed,18-24,South,Desktop,1680.17,63217,40695,3362,8937,164,4163.5,5.32,21.96,10.24,2.48,147.8
14-01-2027,Campaign 1,Instagram,Explore,45+,South,Desktop,289.29,28832,43510,4923,819,699,16435.28,17.07,1.88,0.41,56.81,5581.25
15-01-2027,Campaign 7,Facebook,Stories,35-44,West,Desktop,1653.78,56818,40137,4368,1622,869,11038.92,7.69,4.04,1.9,6.67,567.5
16-01-2027,Campaign 17,Facebook,Stories,35-44,South,Mobile,1034.05,99398,74410,5917,6856,140,11280.75,5.95,9.21,7.39,10.91,990.93
17-01-2027,Campaign 10,Facebook,Stories,45+,South,Desktop,1776.77,14864,40632,1738,6727,946,33893.24,11.69,16.56,1.88,19.08,1807.58
18-01-2027,Campaign 6,Facebook,Stories,25-34,West,Mobile,1778.84,90378,37790,517,1169,402,34737.64,0.57,3.09,4.42,19.53,1852.83
19-01-2027,Campaign 17,Facebook,Explore,18-24,East,Desktop,97.15,10177,31885,2666,5662,742,46590.15,26.2,17.76,0.13,479.57,47856.92
20-01-2027,Campaign 18,Facebook,Feed,35-44,South,Desktop,796.59,48115,66214,1395,7849,396,27322.09,2.9,11.85,2.01,34.3,3329.88
21-01-2027,Campaign 5,Facebook,Reels,25-34,East,Mobile,1076.48,58210,77544,2472,4987,759,24826.14,4.25,6.43,1.42,23.06,2206.23
22-01-2027,Campaign 18,Instagram,Reels,18-24,North,Mobile,1372.8,53954,45870,7329,4774,110,5328.73,13.58,10.41,12.48,3.88,288.17
23-01-2027,Campaign 17,Instagram,Explore,18-24,South,Mobile,608.06,13844,49110,6720,2256,587,25927.89,48.54,4.59,1.04,42.64,4164.03
24-01-2027,Campaign 16,Instagram,Reels,35-44,North,Desktop,541.68,76130,6171,4557,8044,593,16242.52,5.99,130.35,0.91,29.99,2898.55
25-01-2027,Campaign 8,Instagram,Stories,45+,North,Mobile,793.47,15418,10589,6462,4239,58,4877.14,41.91,40.03,13.68,6.15,514.66
26-01-2027,Campaign 13,Facebook,Feed,35-44,East,Desktop,1026.83,36854,19077,4771,5729,281,18011.55,12.95,30.03,3.65,17.54,1654.09
27-01-2027,Campaign 16,Instagram,Explore,35-44,West,Desktop,1904.74,90644,65874,5421,7187,115,983.94,5.98,10.91,16.56,0.52,-48.34
28-01-2027,Campaign 11,Facebook,Feed,35-44,South,Desktop,1536.11,77955,73246,1061,5178,228,18899.4,1.36,7.07,6.74,12.3,1130.34
29-01-2027,Campaign 6,Instagram,Explore,25-34,East,Mobile,887.18,90075,39227,7591,6505,79,1190.81,8.43,16.58,11.23,1.34,34.22
30-01-2027,Campaign 3,Instagram,Explore,45+,West,Mobile,156.01,45950,15937,1727,6971,510,22109.09,3.76,43.74,0.31,141.72,14071.59
31-01-2027,Campaign 1,Facebook,Explore,25-34,North,Mobile,378.62,67227,10754,3747,732,18,1066.85,5.57,6.81,21.03,2.82,181.77
01-02-2027,Campaign 18,Facebook,Explore,35-44,South,Desktop,939.05,14835,26688,6643,2299,975,5583.7,44.78,8.61,0.96,5.95,494.61
02-02-2027,Campaign 5,Instagram,Feed,45+,North,Desktop,1636.96,19533,8048,4947,5453,774,51878.33,25.33,67.76,2.11,31.69,3069.19
03-02-2027,Campaign 13,Instagram,Reels,18-24,North,Mobile,792.36,97051,23568,4116,3010,486,32888.48,4.24,12.77,1.63,41.51,4050.7
04-02-2027,Campaign 10,Instagram,Explore,45+,South,Desktop,1100.07,89858,76019,1942,722,193,12929.07,2.16,0.95,5.7,11.75,1075.3
05-02-2027,Campaign 5,Instagram,Stories,35-44,West,Desktop,1789.02,12223,18545,5706,6173,368,7554.84,46.68,33.29,4.86,4.22,322.29
06-02-2027,Campaign 14,Facebook,Explore,45+,West,Desktop,1831.9,12273,46217,5537,460,243,7118.58,45.12,1,7.54,3.89,288.59
07-02-2027,Campaign 17,Instagram,Feed,18-24,South,Mobile,470.76,35519,49122,2919,6465,405,11542.78,8.22,13.16,1.16,24.52,2351.95
08-02-2027,Campaign 1,Instagram,Explore,18-24,South,Desktop,135.01,26160,34746,4400,8501,850,81775.41,16.82,24.47,0.16,605.7,60469.89
09-02-2027,Campaign 2,Instagram,Stories,45+,East,Desktop,645.55,76385,9709,1536,9222,989,11289.61,2.01,94.98,0.65,17.49,1648.84
10-02-2027,Campaign 7,Instagram,Feed,18-24,East,Mobile,1406.81,93192,26358,3389,4043,308,14085.56,3.64,15.34,4.57,10.01,901.24
11-02-2027,Campaign 10,Instagram,Explore,25-34,North,Mobile,1904.67,50988,12023,6319,4969,95,8338.07,12.39,41.33,20.05,4.38,337.77
12-02-2027,Campaign 20,Facebook,Stories,45+,South,Mobile,200.21,12348,29756,1466,8228,396,30927.31,11.87,27.65,0.51,154.47,15347.44
13-02-2027,Campaign 7,Facebook,Feed,18-24,West,Mobile,105.54,85460,64175,4907,977,188,15628.82,5.74,1.52,0.56,148.08,14708.43
14-02-2027,Campaign 16,Facebook,Explore,18-24,North,Mobile,1774.09,69519,55281,2896,4895,21,2044.73,4.17,8.85,84.48,1.15,15.26
15-02-2027,Campaign 5,Facebook,Stories,45+,North,Mobile,1508.88,92426,50289,1407,7891,969,40494.39,1.52,15.69,1.56,26.84,2583.74
16-02-2027,Campaign 12,Facebook,Feed,25-34,North,Desktop,1984.88,16629,59097,4110,2623,16,550.68,24.72,4.44,124.06,0.28,-72.26
17-02-2027,Campaign 17,Instagram,Explore,45+,North,Desktop,823.75,51056,77681,4710,6370,170,1345.15,9.23,8.2,4.85,1.63,63.3
18-02-2027,Campaign 16,Facebook,Feed,18-24,West,Desktop,861.3,13273,48259,1441,8683,150,2887.78,10.86,17.99,5.74,3.35,235.28
19-02-2027,Campaign 20,Facebook,Stories,45+,North,Desktop,386.01,99275,19839,1628,6723,286,16699.94,1.64,33.89,1.35,43.26,4226.3
20-02-2027,Campaign 16,Instagram,Explore,18-24,South,Mobile,275.9,42416,28410,3799,5188,995,19877.87,8.96,18.26,0.28,72.05,7104.74
21-02-2027,Campaign 19,Facebook,Explore,35-44,East,Desktop,1178.5,9894,12447,3675,7664,553,41446.78,37.14,61.57,2.13,35.17,3416.91
22-02-2027,Campaign 15,Facebook,Explore,45+,West,Mobile,760.36,48073,76665,2553,7166,586,5002.74,5.31,9.35,1.3,6.58,557.94
23-02-2027,Campaign 12,Facebook,Stories,45+,South,Mobile,206.62,47693,14907,7905,6645,173,5129.69,16.57,44.58,1.19,24.83,2382.67
24-02-2027,Campaign 10,Facebook,Reels,18-24,South,Desktop,1779.62,53466,22637,5236,2421,851,60478.91,9.79,10.69,2.09,33.98,3298.42
25-02-2027,Campaign 2,Instagram,Explore,18-24,South,Desktop,436.8,26343,39196,3187,8249,174,5093.46,12.1,21.05,2.51,11.66,1066.09
26-02-2027,Campaign 7,Instagram,Stories,18-24,East,Mobile,1509.74,45095,23369,7105,8225,769,57084.6,15.76,35.2,1.96,37.81,3681.09
27-02-2027,Campaign 13,Facebook,Feed,18-24,East,Mobile,600.35,33174,3589,5764,8430,350,34862.47,17.38,234.88,1.72,58.07,5707.02
28-02-2027,Campaign 3,Instagram,Feed,45+,East,Mobile,1635.16,52801,24560,2959,8394,503,40603.66,5.6,34.18,3.25,24.83,2383.16
01-03-2027,Campaign 15,Facebook,Stories,18-24,South,Mobile,280.87,74436,4034,2714,5433,464,17388.11,3.65,134.68,0.61,61.91,6090.8
02-03-2027,Campaign 1,Instagram,Reels,45+,East,Desktop,1524.34,71336,1169,449,8775,301,27257.43,0.63,750.64,5.06,17.88,1688.15
03-03-2027,Campaign 3,Instagram,Stories,25-34,North,Mobile,241.33,44926,4239,4432,7958,947,9339.38,9.87,187.73,0.25,38.7,3769.96
04-03-2027,Campaign 10,Instagram,Feed,45+,East,Desktop,921.49,74590,4415,4007,4419,146,10785.84,5.37,100.09,6.31,11.7,1070.48
05-03-2027,Campaign 15,Instagram,Feed,18-24,West,Mobile,1481.31,40827,77944,2283,5489,901,6501.27,5.59,7.04,1.64,4.39,338.89
06-03-2027,Campaign 6,Instagram,Explore,18-24,South,Mobile,387.78,46775,4484,6477,1948,789,17028.81,13.85,43.44,0.49,43.91,4291.36
07-03-2027,Campaign 20,Instagram,Reels,25-34,South,Mobile,607.05,43201,54987,1589,3305,741,73226.1,3.68,6.01,0.82,120.63,11962.61
08-03-2027,Campaign 15,Instagram,Stories,45+,North,Desktop,1736.3,31373,19225,6843,2261,699,27459.56,21.81,11.76,2.48,15.81,1481.5
09-03-2027,Campaign 7,Instagram,Feed,25-34,East,Mobile,1775.98,29525,62104,6884,1564,737,61132.26,23.32,2.52,2.41,34.42,3342.17
10-03-2027,Campaign 5,Instagram,Feed,45+,East,Desktop,137.62,74651,21936,286,743,57,2321.51,0.38,3.39,2.41,16.87,1586.9
11-03-2027,Campaign 4,Instagram,Feed,18-24,West,Desktop,377.78,98643,40612,7235,5451,122,10345.93,7.33,13.42,3.1,27.39,2638.61
12-03-2027,Campaign 18,Instagram,Stories,45+,North,Desktop,279.07,32486,40952,4960,4653,369,35688.48,15.27,11.36,0.76,127.88,12688.36
13-03-2027,Campaign 3,Facebook,Stories,18-24,West,Mobile,400.4,80604,59945,977,6618,675,31303.76,1.21,11.04,0.59,78.18,7718.12
14-03-2027,Campaign 17,Instagram,Reels,18-24,West,Desktop,1941.87,20640,6380,4559,5823,962,55928.92,22.09,91.27,2.02,28.8,2780.16
15-03-2027,Campaign 18,Facebook,Explore,35-44,South,Desktop,1125.73,99694,51298,6101,8046,140,9060.91,6.12,15.68,8.04,8.05,704.89
16-03-2027,Campaign 18,Instagram,Explore,35-44,South,Mobile,962.82,63455,28260,6202,710,418,39212.29,9.77,2.51,2.3,40.73,3972.65
17-03-2027,Campaign 2,Facebook,Explore,45+,East,Mobile,1969.71,38136,33879,469,4402,81,2380.65,1.23,12.99,24.32,1.21,20.86
18-03-2027,Campaign 13,Facebook,Feed,18-24,East,Desktop,1136.06,64425,17143,4174,1643,852,53734.52,6.48,9.58,1.33,47.3,4629.9
19-03-2027,Campaign 15,Facebook,Explore,25-34,West,Desktop,1339.18,58539,50744,7873,1566,966,34629.58,13.45,3.09,1.39,25.86,2485.88
20-03-2027,Campaign 5,Instagram,Feed,18-24,East,Mobile,698.9,83664,73949,2445,9208,561,14366.45,2.92,12.45,1.25,20.56,1955.58
21-03-2027,Campaign 3,Instagram,Reels,25-34,West,Desktop,795.12,26942,32578,710,6336,22,287.48,2.64,19.45,36.14,0.36,-63.84
22-03-2027,Campaign 5,Instagram,Feed,45+,East,Desktop,1209.1,70363,58331,2673,1281,871,55715.72,3.8,2.2,1.39,46.08,4508.03
23-03-2027,Campaign 5,Instagram,Reels,45+,East,Desktop,186.08,60596,64815,4000,2246,945,83914.22,6.6,3.47,0.2,450.96,44995.78
24-03-2027,Campaign 5,Facebook,Reels,25-34,South,Mobile,548.97,83526,72519,499,2372,407,15621.61,0.6,3.27,1.35,28.46,2745.62
25-03-2027,Campaign 3,Instagram,Explore,25-34,South,Desktop,433.78,37255,20178,429,9143,209,12018.23,1.15,45.31,2.08,27.71,2670.58
26-03-2027,Campaign 3,Instagram,Explore,18-24,South,Mobile,80.99,64129,76857,6892,4636,503,33199.36,10.75,6.03,0.16,409.92,40891.92
27-03-2027,Campaign 20,Instagram,Feed,45+,South,Mobile,1096.96,87523,61197,6559,819,328,14560.5,7.49,1.34,3.34,13.27,1227.35
28-03-2027,Campaign 18,Instagram,Stories,18-24,North,Mobile,1144.05,64286,37366,1300,4780,599,54400.01,2.02,12.79,1.91,47.55,4655.04
29-03-2027,Campaign 20,Instagram,Explore,25-34,South,Desktop,798.68,88437,53955,7335,3572,566,22335.35,8.29,6.62,1.41,27.97,2696.53
30-03-2027,Campaign 4,Instagram,Explore,35-44,North,Mobile,574.02,18277,42911,2509,3742,285,4809.67,13.73,8.72,2.01,8.38,737.89
31-03-2027,Campaign 1,Instagram,Stories,35-44,South,Desktop,1321.52,3643,54619,3048,163,170,3175.93,83.67,0.3,7.77,2.4,140.32
01-04-2027,Campaign 16,Instagram,Stories,35-44,East,Mobile,312.59,25729,45296,4501,659,247,22138.97,17.49,1.45,1.27,70.82,6982.43
02-04-2027,Campaign 8,Facebook,Explore,25-34,West,Desktop,1061.3,88623,23791,2351,7546,893,88282.66,2.65,31.72,1.19,83.18,8218.35
03-04-2027,Campaign 17,Facebook,Stories,18-24,East,Desktop,1547.74,23818,9301,7760,1833,483,15672.91,32.58,19.71,3.2,10.13,912.63
04-04-2027,Campaign 8,Instagram,Feed,45+,East,Desktop,370.38,67555,36779,5842,8961,168,3131.9,8.65,24.36,2.2,8.46,745.59
05-04-2027,Campaign 7,Instagram,Reels,25-34,North,Mobile,1518.86,55629,37894,776,3994,328,16665.73,1.39,10.54,4.63,10.97,997.25
06-04-2027,Campaign 8,Instagram,Reels,35-44,South,Desktop,1533.55,57438,50250,1517,1642,572,41415.75,2.64,3.27,2.68,27.01,2600.65
07-04-2027,Campaign 12,Instagram,Explore,18-24,West,Desktop,166.86,11457,71994,2778,9563,555,35063.94,24.25,13.28,0.3,210.14,20913.99
08-04-2027,Campaign 16,Facebook,Explore,45+,West,Mobile,86.63,61629,42770,3202,2515,835,79621.66,5.2,5.88,0.1,919.1,91810.03
09-04-2027,Campaign 12,Facebook,Feed,45+,South,Mobile,1949.17,35922,23300,7263,6190,644,53251.65,20.22,26.57,3.03,27.32,2632.02
10-04-2027,Campaign 19,Instagram,Stories,25-34,North,Desktop,427.1,11820,69235,7266,5317,907,79409.99,61.47,7.68,0.47,185.93,18492.83
11-04-2027,Campaign 10,Facebook,Explore,25-34,North,Mobile,1653.17,34750,30485,3570,5487,638,36020.45,10.27,18,2.59,21.79,2078.87
12-04-2027,Campaign 7,Facebook,Reels,45+,North,Mobile,1145.61,39790,41285,4955,5279,763,27537.54,12.45,12.79,1.5,24.04,2303.74
13-04-2027,Campaign 12,Instagram,Feed,45+,West,Mobile,565.72,90405,67555,7624,8287,702,50308.77,8.43,12.27,0.81,88.93,8792.87
14-04-2027,Campaign 20,Instagram,Feed,35-44,North,Desktop,303.44,36421,33471,6049,6743,212,9902.53,16.61,20.15,1.43,32.63,3163.42
15-04-2027,Campaign 5,Instagram,Stories,45+,North,Mobile,1018.52,70038,49671,3404,7760,319,10315.39,4.86,15.62,3.19,10.13,912.78
16-04-2027,Campaign 16,Facebook,Explore,25-34,West,Desktop,844.34,84201,21270,6666,2558,308,5995.44,7.92,12.03,2.74,7.1,610.07
17-04-2027,Campaign 9,Facebook,Explore,18-24,West,Mobile,1412.83,64325,14698,465,9455,905,49908.99,0.72,64.33,1.56,35.33,3432.55
18-04-2027,Campaign 7,Instagram,Feed,35-44,East,Mobile,1813.13,27600,73265,7172,6128,243,14933.34,25.99,8.36,7.46,8.24,723.62
19-04-2027,Campaign 20,Instagram,Reels,35-44,West,Desktop,1620.23,31394,40729,649,5547,731,43154.32,2.07,13.62,2.22,26.63,2563.47
20-04-2027,Campaign 14,Facebook,Explore,45+,South,Mobile,585.18,81622,12171,7338,4659,808,12986.25,8.99,38.28,0.72,22.19,2119.19
21-04-2027,Campaign 11,Facebook,Reels,18-24,West,Mobile,1763.92,38171,61684,3124,2849,228,13485.93,8.18,4.62,7.74,7.65,664.54
22-04-2027,Campaign 7,Instagram,Feed,35-44,West,Mobile,1675.11,63526,56165,5485,2048,92,1931.94,8.63,3.65,18.21,1.15,15.33
23-04-2027,Campaign 10,Facebook,Explore,25-34,North,Mobile,1861.82,15149,50948,6653,6406,541,36816.59,43.92,12.57,3.44,19.77,1877.45
24-04-2027,Campaign 9,Instagram,Reels,45+,East,Desktop,944.39,32394,35725,7444,8351,433,19827.71,22.98,23.38,2.18,21,1999.53
25-04-2027,Campaign 4,Instagram,Feed,25-34,North,Desktop,1548.72,16396,20450,4224,8192,224,19182.22,25.76,40.06,6.91,12.39,1138.59
26-04-2027,Campaign 16,Facebook,Reels,45+,East,Desktop,1203.73,25324,14300,7874,8624,279,22022.93,31.09,60.31,4.31,18.3,1729.56
27-04-2027,Campaign 10,Facebook,Explore,35-44,North,Desktop,655.48,49198,5441,7971,289,651,48054.41,16.2,5.31,1.01,73.31,7231.18
28-04-2027,Campaign 19,Facebook,Stories,45+,South,Desktop,1989.14,84705,20332,1617,6108,958,68564.08,1.91,30.04,2.08,34.47,3346.92
29-04-2027,Campaign 17,Instagram,Reels,18-24,North,Desktop,124.7,93779,21115,6968,7582,749,43626.53,7.43,35.91,0.17,349.85,34885.19
30-04-2027,Campaign 9,Instagram,Stories,25-34,North,Desktop,366.43,33016,42997,7940,395,981,10600.48,24.05,0.92,0.37,28.93,2792.91
01-05-2027,Campaign 13,Instagram,Explore,18-24,South,Mobile,1790.46,5194,14615,1144,8468,70,4709.01,22.03,57.94,25.58,2.63,163.01
02-05-2027,Campaign 1,Instagram,Stories,25-34,South,Desktop,168.1,34398,15732,2993,8268,596,29417.13,8.7,52.56,0.28,175,17399.78
03-05-2027,Campaign 2,Instagram,Feed,25-34,West,Desktop,1779.3,6789,26367,5366,899,427,21182.49,79.04,3.41,4.17,11.9,1090.5
04-05-2027,Campaign 13,Instagram,Stories,45+,North,Desktop,1444.68,87695,43738,4203,9097,259,10620.84,4.79,20.8,5.58,7.35,635.17
05-05-2027,Campaign 9,Facebook,Reels,35-44,South,Mobile,121.53,66967,1981,1497,7103,129,12030.76,2.24,358.56,0.94,98.99,9799.42
06-05-2027,Campaign 7,Instagram,Reels,35-44,South,Desktop,887.17,63134,63881,1542,8506,150,4304.68,2.44,13.32,5.91,4.85,385.21
07-05-2027,Campaign 16,Instagram,Stories,18-24,West,Desktop,1521.22,72886,59609,2721,2800,619,21712.34,3.73,4.7,2.46,14.27,1327.3
08-05-2027,Campaign 19,Instagram,Feed,45+,East,Desktop,1187.05,26977,9566,6241,8888,389,37534.17,23.13,92.91,3.05,31.62,3061.97
09-05-2027,Campaign 7,Instagram,Explore,35-44,South,Mobile,1874.95,2129,72885,1508,9647,451,36966.04,70.83,13.24,4.16,19.72,1871.57
10-05-2027,Campaign 6,Facebook,Stories,25-34,South,Desktop,1741.91,61683,11728,1258,9584,391,2478.24,2.04,81.72,4.46,1.42,42.27
11-05-2027,Campaign 18,Instagram,Reels,25-34,North,Mobile,698.66,47331,37214,4984,5973,387,35248.05,10.53,16.05,1.81,50.45,4945.09
12-05-2027,Campaign 19,Facebook,Reels,45+,West,Mobile,215.02,36626,58935,2262,4814,281,7455.35,6.18,8.17,0.77,34.67,3367.28
13-05-2027,Campaign 11,Facebook,Stories,18-24,North,Mobile,1891.3,50503,46588,5896,6591,386,27816.55,11.67,14.15,4.9,14.71,1370.76
14-05-2027,Campaign 12,Instagram,Stories,45+,East,Mobile,1058.71,29549,19953,1404,8433,128,7365.37,4.75,42.26,8.27,6.96,595.69
15-05-2027,Campaign 10,Instagram,Stories,18-24,West,Desktop,195.08,14342,69408,6523,2939,930,52077.33,45.48,4.23,0.21,266.95,26595.37
16-05-2027,Campaign 13,Facebook,Explore,45+,North,Mobile,1642.32,38417,75904,5290,3613,271,19837.88,13.77,4.76,6.06,12.08,1107.92
17-05-2027,Campaign 12,Facebook,Reels,25-34,South,Mobile,1743.59,78514,35103,262,1235,794,19597.7,0.33,3.52,2.2,11.24,1023.99
18-05-2027,Campaign 10,Instagram,Reels,45+,South,Desktop,1296.88,54249,71949,3944,6457,115,2312.35,7.27,8.97,11.28,1.78,78.3
19-05-2027,Campaign 20,Facebook,Reels,35-44,West,Mobile,922.64,54664,50264,4652,2347,385,25768.7,8.51,4.67,2.4,27.93,2692.93
20-05-2027,Campaign 18,Instagram,Explore,35-44,South,Mobile,1341.24,10833,21156,7770,6648,829,27029.57,71.73,31.42,1.62,20.15,1915.27
21-05-2027,Campaign 4,Instagram,Feed,45+,North,Mobile,1428.03,62658,14423,3013,4616,605,59002.79,4.81,32,2.36,41.32,4031.76
22-05-2027,Campaign 5,Facebook,Reels,18-24,West,Mobile,1791.41,31473,39062,2898,4202,903,43247.94,9.21,10.76,1.98,24.14,2314.18
23-05-2027,Campaign 5,Instagram,Reels,18-24,South,Mobile,1913.93,2737,43805,6361,1648,162,2527.48,232.41,3.76,11.81,1.32,32.06
24-05-2027,Campaign 12,Instagram,Feed,25-34,South,Mobile,1052.93,96965,2987,3092,6632,732,51351.59,3.19,222.03,1.44,48.77,4777.02
25-05-2027,Campaign 3,Instagram,Explore,25-34,East,Desktop,1607.06,48647,63979,5715,4611,900,30676.62,11.75,7.21,1.79,19.09,1808.87
26-05-2027,Campaign 8,Facebook,Feed,18-24,East,Desktop,1930.79,66054,38597,7023,2931,817,15617.61,10.63,7.59,2.36,8.09,708.87
27-05-2027,Campaign 2,Facebook,Feed,45+,West,Desktop,344.92,3299,28868,7189,9298,552,24932.86,217.91,32.21,0.62,72.29,7128.59
28-05-2027,Campaign 18,Facebook,Feed,25-34,East,Desktop,85.62,65281,77970,3084,3162,603,58250.47,4.72,4.06,0.14,680.34,67933.72
29-05-2027,Campaign 9,Instagram,Feed,18-24,North,Mobile,1744.48,67875,64805,6980,8075,122,5378.48,10.28,12.46,14.3,3.08,208.31
30-05-2027,Campaign 13,Facebook,Explore,18-24,South,Mobile,430.78,34920,17636,6620,3152,332,12614.91,18.96,17.87,1.3,29.28,2828.39
31-05-2027,Campaign 7,Facebook,Explore,45+,South,Mobile,132.83,56836,58467,1782,7310,964,45528.13,3.14,12.5,0.14,342.75,34175.49
01-06-2027,Campaign 10,Facebook,Feed,35-44,South,Desktop,362.19,44381,18007,7920,3639,698,4293.39,17.85,20.21,0.52,11.85,1085.4
02-06-2027,Campaign 9,Instagram,Stories,18-24,West,Desktop,799.02,86971,77864,5390,626,72,1270.41,6.2,0.8,11.1,1.59,59
03-06-2027,Campaign 15,Instagram,Stories,25-34,West,Mobile,477.57,58298,4389,5161,2907,438,37544.96,8.85,66.23,1.09,78.62,7761.67
04-06-2027,Campaign 5,Facebook,Stories,45+,East,Mobile,645.24,26509,10458,3131,9487,363,35542.52,11.81,90.72,1.78,55.08,5408.42
05-06-2027,Campaign 12,Facebook,Stories,45+,South,Desktop,1951.82,44095,69481,5289,1853,675,13503,11.99,2.67,2.89,6.92,591.82
06-06-2027,Campaign 1,Facebook,Reels,45+,South,Desktop,1423.59,53524,75888,7852,9964,801,44755.23,14.67,13.13,1.78,31.44,3043.83
07-06-2027,Campaign 12,Instagram,Explore,35-44,South,Desktop,1438.77,68909,77022,1320,6982,447,43270.35,1.92,9.06,3.22,30.07,2907.45
08-06-2027,Campaign 6,Facebook,Explore,35-44,South,Desktop,234.64,74618,42400,7577,1754,168,3339.04,10.15,4.14,1.4,14.23,1323.05
09-06-2027,Campaign 19,Instagram,Feed,25-34,South,Mobile,1477.59,27532,68628,6078,4941,977,22177.33,22.08,7.2,1.51,15.01,1400.91
10-06-2027,Campaign 19,Instagram,Reels,25-34,North,Desktop,1491.72,62285,52857,7438,4141,365,33962.36,11.94,7.83,4.09,22.77,2176.72
